customer_id,age,annual_income,loan_amount,loan_purpose,credit_score,join_date,default_flag
10716,48.0,371371.16,212857.42,Home,715.97,2023-01-03,0
10484,38.0,662840.05,514567.36,Car,783.09,2022-01-06,0
10569,18.0,484373.45,258082.62,Business,722.65,2025-11-06,0
10434,44.0,613249.61,204035.09,Education,541.38,2023-02-19,1
10368,36.0,382063.25,233010.5,Car,850.0,2024-04-18,1
10084,30.0,1083712.42,943731.57,Business,377.5128204913613,2023-01-10,0
10062,34.0,2175241.76,1645153.75,Other,720.84,2018-09-29,0
10639,22.0,627984.72,376917.82,Home,691.82,2023-08-07,0
10273,49.0,276895.62,1646649.4431436537,Car,751.06,2022-11-03,1
10286,18.0,1316947.23,489771.24,Education,738.32,2022-06-10,0
10361,42.0,615054.4,358511.1,Car,712.7,2021-02-09,1
10355,36.0,366818.0,288036.14,Education,642.17,2019-10-11,1
10457,35.0,574133.16,71528.24,Home,,2023-08-27,0
10279,37.0,2503025.570607705,281383.66,Car,673.8,2023-11-29,1
10013,39.0,124309.52,25000.0,Education,723.28,2025-07-06,1
10183,24.0,449037.0,25000.0,Business,610.33,2023-11-25,1
10369,37.0,622229.33,372461.18,Home,810.94,2022-10-18,0
10882,30.0,1573630.16,806791.64,Other,559.65,2018-05-03,1
10616,37.0,629801.64,452846.27,Business,699.56,2018-11-30,0
10224,18.0,1052438.79,668027.55,Home,637.61,2023-09-15,0
10573,40.0,450784.82,407057.22,Home,651.05,2022-01-31,0
10971,,701005.85,449276.4,Business,683.93,2025-07-04,1
10654,24.0,453705.74,172170.62,Education,714.04,2021-11-14,0
10546,27.0,632410.23,333709.28,Home,580.23,2021-11-12,1
10583,43.0,1144988.15,658664.81,Car,687.63,2018-12-24,0
10634,31.0,557377.78,479942.76,Business,674.09,2020-12-29,1
10177,36.0,756802.85,542590.47,Car,685.99,2022-05-26,1
10666,37.0,2641039.06,645022.39,Business,597.14,2018-07-01,1
10674,32.0,601323.58,501095.29,Car,795.32,2021-08-18,0
10586,39.0,380249.93,134520.39,Home,773.21,2020-10-03,0
10874,28.0,514827.99,139575.87,Home,797.72,2022-03-06,0
10394,56.0,1026963.42,565884.38,Education,649.25,2025-01-31,1
10164,27.0,477495.08,421191.8,Business,802.78,2018-07-23,0
10249,55.0,479513.94,373503.45,Education,632.81,2020-11-07,1
10635,25.0,595799.59,219940.17,Education,632.24,2019-11-25,0
10886,56.0,576026.79,333811.71,Business,,2025-11-13,0
10670,48.0,2358974.08,1713432.93,Business,785.11,2025-04-21,0
10376,28.0,1673118.79,651214.03,Business,621.19,2021-07-13,1
10413,19.0,819710.64,117525.9,Car,726.72,2019-01-29,0
10075,18.0,1125148.16,388010.22,Other,850.0,2019-12-08,0
10114,63.0,420348.64,220985.31,Business,722.36,2023-07-29,1
10599,31.0,21553672.464303154,902521.28,Other,749.4,2020-01-24,1
10962,51.0,578657.66,198424.38,Business,789.63,2023-05-08,1
10391,26.0,340237.26,75109.42,Business,731.18,2021-05-03,1
10105,34.0,859806.16,538183.95,Car,709.16,2018-03-22,1
10115,34.0,,286251.82,Business,664.09,2020-03-14,1
10418,37.0,1337294.42,938223.65,Business,697.99,2025-06-14,1
10526,18.0,900422.44,154063.47,Business,803.11,2022-11-18,0
10458,25.0,1395399.12,622220.17,Other,,2022-08-11,0
10410,42.0,709046.73,189723.43,Education,563.04,2024-04-09,1
10093,28.0,626096.48,218528.26,Car,692.5,2018-06-03,1
10931,30.0,1631609.99,1010733.93,Car,710.99,2021-10-12,0
10090,42.0,614782.14,103537.45,Other,555.86,2022-04-30,1
10337,27.0,854052.3,564129.39,Other,565.23,2024-03-06,1
10989,34.0,879451.23,631858.94,Home,727.2,2021-07-20,0
10922,25.0,4023235.988129229,493646.53,Home,619.96,2018-12-30,0
10934,18.0,1018649.2,337975.23,Home,670.19,2018-12-25,0
10606,57.0,521672.15,424338.01,Home,667.3,2022-05-10,0
10594,40.0,120000.0,38698.16,Home,671.21,2018-02-13,1
10612,35.0,222475.7,25000.0,Home,,2021-04-07,1
10095,32.0,2055411.24,651473.45,Car,590.44,2022-06-09,1
10012,31.0,274751.2,126805.18,Home,535.79,2019-01-27,1
10397,18.0,647874.67,468902.74,Business,688.08,2025-02-18,0
10534,23.0,691222.59,168692.8,Car,765.75,2021-06-16,0
10044,33.0,653066.01,320436.01,Business,646.41,2023-12-26,1
10043,35.0,756794.83,594786.25,Business,372.07736412842615,2025-02-11,0
10330,43.0,393439.13,194645.68,Other,609.01,2018-06-06,1
10168,57.0,259013.64,25000.0,Business,645.48,2025-04-15,0
10498,34.0,,181817.03,Education,757.06,2022-07-30,1
10877,30.0,,324677.78,Car,654.33,2023-12-03,1
10598,25.0,379478.38,170868.78,Other,747.18,2024-10-19,0
10757,41.0,680297.55,198804.26,Car,750.72,2025-01-17,0
10101,20.0,505361.53,447044.26,Education,579.49,2021-04-20,1
10427,25.0,1436610.96,744645.91,Other,749.08,2024-01-08,1
10179,33.0,,405996.6,Car,605.91,2019-03-28,1
10445,22.0,277898.75,109589.26,Business,666.96,2021-09-01,1
10417,53.0,1597601.75,996116.46,Business,642.0,2021-03-27,1
10871,34.0,960175.66,403722.47,Car,708.87,2020-08-28,0
10883,31.0,642691.0,681516.29,Car,595.69,2020-03-14,1
10681,44.0,721964.85,312802.79,Education,846.07,2025-08-16,0
10178,52.0,1254492.92,2131629.5436275704,Home,704.07,2018-10-01,1
10396,31.0,378220.98,271042.27,Business,686.83,2025-01-17,0
10912,38.0,350727.39,467762.73,Education,614.44,2025-07-26,1
10794,22.0,191663.42,25000.0,Car,557.27,2023-03-12,1
10961,43.0,607052.44,133983.56,Business,692.25,2018-03-30,1
10685,23.0,3530679.3,2456543.12,Business,823.45,2018-05-06,0
10384,30.0,655078.1,454193.48,Business,702.29,2023-07-15,0
10957,40.0,1147805.28,936326.97,Education,630.79,2025-02-02,0
10752,21.0,1278531.03,883361.42,Home,656.62,2021-06-17,1
10258,28.0,944918.78,555978.8,Other,714.98,2021-06-23,0
10539,47.0,621706.32,151358.44,Home,607.23,2022-12-12,1
10336,34.0,1173628.51,382441.92,Education,817.44,2024-08-14,0
10016,30.0,356865.06,136987.89,Car,650.13,2022-08-13,1
10325,25.0,338365.27,25000.0,Other,711.4,2023-04-28,1
10759,27.0,1700109.18,1297793.51,Education,653.57,2019-04-13,0
10223,44.0,875217.17,471963.94,Car,501.12,2022-08-13,0
10180,66.0,2060778.29,582089.89,Education,734.23,2018-05-05,1
10984,35.0,349512.02,197938.26,Other,751.7,2022-08-14,0
10023,37.0,,80032.76,Car,724.92,2019-11-09,0
10357,36.0,238739.98,151012.7,Other,749.47,2024-06-10,0
10667,33.0,870472.98,587698.7,Car,754.15,2025-06-26,1
10862,19.0,642170.08,79248.26,Home,689.47,2025-09-18,0
10341,27.0,302973.29,354623.6,Business,558.71,2022-05-01,1
10432,18.0,136502.62,88633.29,Home,735.13,2024-11-02,0
10552,34.0,662272.31,354399.08,Education,776.31,2024-10-11,0
10834,28.0,809124.95,399094.77,Home,658.36,2020-01-11,0
10204,48.0,896848.59,508632.47,Business,642.23,2020-11-08,1
10631,18.0,1343723.9,692130.16,Other,546.54,2025-10-03,1
10094,32.0,794057.76,195015.54,Education,759.5,2020-06-25,0
10559,40.0,1570829.14,924807.22,Car,675.74,2025-01-03,0
10069,40.0,739214.97,344653.35,Home,744.51,2022-03-13,1
10623,57.0,10163154.066111866,813035.66,Education,701.55,2018-09-11,0
10285,59.0,,351775.37,Home,640.33,2024-05-09,1
10845,38.0,329342.31,225000.78,Car,765.75,2023-01-17,0
10435,53.0,506473.68,287558.9,Business,526.65,2020-07-12,1
10154,39.0,545896.61,216697.05,Other,753.34,2018-05-10,0
10076,45.0,555148.44,380721.18,Other,612.35,2022-06-04,0
10731,38.0,1166116.03,1060680.36,Car,755.78,2025-01-06,0
10447,40.0,803906.38,69838.38,Education,627.12,2018-03-28,0
10189,27.0,1123179.09,846799.42,Other,696.55,2020-03-06,0
10272,20.0,312233.64,218220.38,Education,652.81,2022-06-03,1
10237,18.0,1296526.89,409371.45,Home,655.5,2021-07-15,0
10488,24.0,,137822.3,Business,750.83,2021-03-02,0
10118,23.0,,389612.79,Business,680.17,2023-06-08,0
10944,35.0,685931.18,388189.21,Business,794.01,2018-04-17,0
10513,33.0,696762.89,526918.87,Home,612.3,2022-02-01,1
10826,52.0,973038.51,282245.89,Business,769.29,2020-03-05,1
10592,31.0,1259311.66,851774.55,Car,585.99,2018-06-05,1
10127,,853256.73,893816.41,Car,656.14,2018-07-04,1
10117,36.0,380393.16,130395.46,Home,654.66,2022-06-21,0
10474,51.0,418099.04,148586.3,Education,759.34,2018-06-26,1
10694,43.0,1106853.6,195369.55,Home,607.17,2024-03-20,1
10058,33.0,954560.68,383112.62,Education,615.87,2023-09-15,0
10864,56.0,586574.06,276144.84,Business,575.05,2018-06-03,0
10913,39.0,426322.94,52468.79,Car,671.61,2023-08-01,0
10370,27.0,550989.69,25521.95,Home,734.2,2018-05-06,0
10269,31.0,1305290.23,590628.79,Business,767.33,2023-07-20,1
10047,31.0,464518.16,428790.83,Home,799.47,2024-10-26,0
10350,34.0,457739.03,283133.58,Other,804.85,2019-07-24,0
10196,40.0,716140.78,227725.28,Car,748.1,2022-06-19,0
11000,42.0,221782.14,25000.0,Home,747.32,2020-03-17,0
10835,36.0,629624.18,180157.46,Business,793.66,2019-10-12,0
10737,39.0,897881.23,253733.82,Business,774.97,2024-11-18,0
10264,25.0,1480541.36,394200.64,Business,691.3,2020-11-02,1
10444,35.0,821308.73,591300.31,Car,679.22,2019-09-16,0
10676,27.0,412654.54,384953.54,Car,635.41,2025-12-30,1
10305,36.0,807912.62,601121.79,Home,643.96,2018-12-05,0
10342,39.0,989396.89,181282.78,Education,705.97,2018-11-12,0
10967,29.0,864307.23,435807.82,Home,675.17,2021-12-16,0
10150,39.0,455733.28,194932.28,Business,740.42,2025-02-28,0
10125,42.0,4791015.371412561,233490.35,Car,585.76,2022-08-13,1
10787,45.0,373278.79,377077.8,Education,660.06,2022-01-16,1
10051,40.0,1431202.72,480403.98,Car,631.2,2019-12-11,1
10354,34.0,990694.29,811584.7133015622,Education,639.18,2020-06-26,0
10928,40.0,300257.55,81536.28,Education,651.69,2024-06-27,0
10143,18.0,1655175.22,1138566.41,Car,532.09,2024-03-24,1
10471,33.0,546513.61,393404.88,Car,623.7,2025-06-25,1
10400,50.0,1252860.33,228470.78,Car,835.8,2025-01-01,0
10626,30.0,226838.73,25000.0,Home,614.84,2023-03-27,1
10321,37.0,950256.87,275397.19,Other,662.58,2024-01-20,1
10020,20.0,460585.71,151272.65,Business,612.77,2020-08-13,1
10810,26.0,632728.61,344486.59,Home,811.42,2019-01-22,0
10791,41.0,1387322.15,859934.19,Business,627.53,2020-10-03,1
10809,50.0,452785.03,59744.95,Other,573.4,2024-04-11,1
10408,34.0,196882.69,25000.0,Car,646.5,2021-10-14,1
10538,32.0,550051.54,120843.98,Car,709.11,2018-11-02,0
10621,27.0,432899.93,60705.16,Home,638.76,2022-12-01,1
10039,21.0,305393.4,139799.32,Business,,2019-03-31,0
10176,,412995.06,232285.94,Car,641.7,2019-07-30,1
10246,32.0,190607.24,107310.18,Car,750.94,2020-02-20,1
10829,31.0,677972.92,151280.03,Home,654.54,2022-11-10,1
10668,53.0,705463.2,447583.32,Car,651.41,2025-06-21,0
10755,26.0,,411433.95,Car,719.52,2021-11-24,1
10859,30.0,1024955.74,302318.52,Business,653.3,2020-10-06,1
10155,39.0,1090751.72,214330.64,Education,659.72,2021-11-18,1
10288,42.0,876812.84,328975.56,Home,697.64,2018-02-10,0
10603,46.0,,119010.68,Car,697.54,2025-01-03,1
10570,32.0,764488.26,497651.25,Home,708.72,2022-08-02,1
10744,36.0,600750.65,161332.88,Car,577.85,2023-11-27,1
10018,39.0,381310.24,25000.0,Business,691.36,2025-12-24,0
10128,30.0,802604.15,349162.86,Education,725.05,2025-02-16,0
10323,27.0,933314.39,250976.0,Other,765.52,2020-12-07,0
10256,31.0,734879.5,277996.24,Other,643.31,2023-06-11,1
10658,36.0,601282.96,337774.46,Car,734.91,2020-10-14,0
10965,35.0,2272592.09,444806.65,Home,590.93,2023-08-04,0
10191,31.0,176365.71,25000.0,Home,704.36,2025-06-15,1
10116,39.0,306703.9,271509.17,Education,720.67,2020-12-13,1
10617,37.0,301712.83,27554.04,Other,636.63,2025-01-06,0
10607,27.0,610281.24,1882247.8668462783,Other,781.43,2021-12-17,0
10181,43.0,486810.7,181499.97,Other,686.41,2024-06-22,1
10302,30.0,473009.72,155847.53,Car,692.49,2018-02-03,0
10760,44.0,1151713.79,510445.71,Other,841.12,2021-04-08,0
10713,30.0,940088.06,189450.67,Car,680.23,2020-09-15,0
10724,44.0,413239.83,192812.64,Home,695.15,2024-10-31,0
10686,44.0,1373388.21,199030.91,Business,580.64,2025-03-05,1
10980,44.0,1110387.8,805361.43,Car,765.67,2019-03-23,0
10518,25.0,893244.69,267656.73,Other,737.69,2025-03-12,0
10985,36.0,770788.87,403116.0,Home,768.77,2020-04-08,1
10046,28.0,1369960.9,380620.89,Home,650.35,2021-06-03,0
10910,60.0,537386.05,375648.66,Other,710.69,2019-11-17,1
10158,41.0,1142280.97,122998.28,Car,837.46,2025-05-01,0
10852,30.0,445536.39,142759.52,Business,595.61,2019-03-31,1
10172,27.0,543883.39,214442.64,Home,764.96,2021-11-06,0
10017,25.0,378011.86,191532.07,Business,688.82,2024-07-29,0
10512,35.0,1308826.16,960563.13,Car,660.12,2023-07-20,1
10049,40.0,275146.45,25000.0,Education,613.13,2024-11-09,1
10972,29.0,3235594.04,1516929.96,Business,738.49,2025-05-13,0
10941,22.0,559151.96,251615.09,Other,790.86,2020-11-29,0
10516,44.0,293568.05,200117.37,Car,616.18,2019-03-31,1
10953,22.0,444157.59,158721.87,Business,746.08,2023-02-09,1
10481,,456713.19,335813.8,Business,615.18,2023-02-11,0
10284,22.0,804343.71,192153.09,Education,765.36,2019-12-10,0
10719,32.0,926540.29,273455.54,Home,,2024-06-03,0
10878,38.0,,108358.06,Business,747.66,2022-03-03,0
10226,48.0,628528.1,588509.89,Business,608.7,2022-08-14,1
10027,23.0,1008063.5,213379.3,Home,752.19,2020-02-29,0
10955,35.0,474004.58,429069.05,Business,726.43,2022-01-04,0
10438,21.0,993724.75,336518.22,Home,739.12,2023-12-31,1
10952,40.0,,303404.9,Car,656.72,2025-04-27,1
10365,44.0,1398593.06,767085.99,Other,739.31,2024-06-10,0
10230,43.0,908568.52,728074.7272720075,Home,684.49,2018-07-07,1
10038,18.0,1242839.98,526917.25,Education,618.15,2018-10-24,1
10966,52.0,406770.36,171791.62,Other,723.42,2024-03-11,0
10375,60.0,360815.59,74137.71,Business,699.69,2025-12-05,1
10470,30.0,2126394.57,1074207.1,Other,599.92,2021-11-19,1
10968,56.0,485855.77,239613.18,Home,645.86,2019-06-10,1
10851,29.0,2161968.77,797269.44,Home,698.52,2018-07-02,1
10705,19.0,413571.56,123651.99,Home,822.14,2024-12-03,0
10842,43.0,510213.77,488042.92,Education,633.79,2020-06-13,1
10195,38.0,708671.94,349900.73,Business,802.92,2021-09-07,0
10855,52.0,855319.48,176834.07,Business,722.21,2021-09-18,0
10865,29.0,970641.67,596088.33,Car,739.73,2019-08-05,0
10504,42.0,498384.54,213742.59,Home,644.0,2018-10-19,0
10970,20.0,646126.59,478529.52,Car,694.06,2023-01-05,1
10831,21.0,204253.15,131036.4,Education,728.52,2018-07-18,0
10580,49.0,745625.8,541254.33,Business,610.38,2022-08-19,0
10969,36.0,402970.97,261370.7,Other,756.17,2024-02-18,0
10163,49.0,387514.38,211305.02,Car,632.72,2023-10-30,0
10909,43.0,610123.89,290467.51,Education,695.36,2018-05-21,1
10153,29.0,208951.18,336049.55,Car,573.84,2022-07-24,1
10802,30.0,675278.88,184703.63,Business,705.91,2024-03-29,0
10994,28.0,655636.26,545628.13,Education,648.21,2018-04-14,0
10756,65.0,580492.59,228053.53,Business,680.57,2022-06-22,1
10112,36.0,696745.09,219145.27,Car,738.74,2022-02-27,1
10227,37.0,363155.1,206502.16,Education,444.61,2018-03-04,1
10689,44.0,465247.25,262410.02,Home,711.28,2020-10-05,0
10104,27.0,906921.4,344495.54,Education,595.61,2024-08-20,1
10422,55.0,850702.4,165565.89,Home,580.05,2022-05-11,1
10420,37.0,565353.12,201720.21,Business,526.44,2025-08-07,0
10751,26.0,651126.29,347108.9,Business,647.37,2025-12-19,1
10587,31.0,927085.32,829764.61,Other,689.26,2018-08-29,1
10781,38.0,387713.85,323133.01,Education,510.82,2018-05-15,1
10673,32.0,698441.82,167019.17,Home,674.32,2023-09-09,1
10120,44.0,269924.61,31545.87,Other,645.71,2023-03-18,0
10054,43.0,,241898.57,Home,656.93,2020-08-06,0
10152,40.0,857276.92,213507.37,Business,680.66,2020-04-06,1
10404,37.0,358905.46,252218.5,Education,772.76,2023-07-01,0
10946,,1033890.44,479557.49,Business,746.36,2023-05-07,0
10208,42.0,484914.86,451059.32,Business,722.79,2024-09-07,1
10659,38.0,,721458.4,Other,755.55,2025-06-02,0
10844,40.0,655207.72,339116.74,Other,622.22,2021-04-01,1
10763,64.0,525763.99,193111.5,Home,649.91,2024-03-07,1
10009,31.0,174890.65,88768.78,Home,712.1,2025-07-29,0
10808,31.0,887755.9,637704.54,Education,765.33,2019-02-15,0
10037,38.0,648015.23,383845.2,Education,696.33,2025-08-17,0
10453,25.0,214312.67,25000.0,Home,649.3,2018-02-16,0
10652,48.0,428226.16,237994.3,Car,704.93,2022-04-12,1
10254,47.0,855812.26,454725.25,Car,591.69,2023-04-17,1
10304,43.0,650474.11,401225.26,Other,629.08,2021-06-28,1
10747,38.0,1511620.48,381098.25,Other,684.56,2019-01-03,0
10572,54.0,1314864.81,397029.53,Business,697.7,2023-08-20,0
10624,51.0,516091.07,156049.82,Home,750.78,2021-11-24,1
10733,40.0,1366605.37,624204.51,Home,613.85,2025-05-30,0
10892,42.0,1149876.42,263357.56,Education,691.03,2024-03-14,1
10263,18.0,846730.01,318749.31,Car,687.9,2019-05-05,1
10611,43.0,849267.32,440816.97,Car,632.97,2025-10-20,1
10298,,881245.55,233556.98,Business,850.0,2019-09-11,0
10415,40.0,577203.03,380483.89,Business,620.97,2018-12-24,1
10151,39.0,260701.61,150160.62,Home,753.19,2023-09-13,0
10789,35.0,289267.53,230227.51,Other,819.8,2023-08-03,1
10641,32.0,680923.66,339023.39,Car,678.19,2021-05-05,1
10890,48.0,687050.26,144747.41,Other,783.51,2022-07-16,1
10551,37.0,420728.35,198461.15,Education,723.79,2018-01-24,1
10887,42.0,908878.74,767134.1,Home,745.37,2018-03-04,0
10489,,1021985.82,311832.27,Business,691.37,2024-09-13,0
10148,21.0,725350.91,289176.67,Home,609.39,2024-06-12,1
10147,22.0,984442.68,485606.79,Car,710.87,2025-12-07,0
10721,39.0,494664.58,226078.67,Car,632.43,2024-11-10,0
10932,57.0,470019.2,518569.76,Other,662.51,2022-02-15,0
10740,47.0,493386.88,479121.02,Education,807.32,2021-08-01,1
10660,34.0,870448.83,391307.0,Home,681.75,2025-07-09,0
10349,28.0,977819.18,749767.1,Education,727.08,2024-10-28,0
10464,38.0,572957.81,227504.86,Business,808.88,2022-04-23,0
10326,23.0,1163013.97,305129.65,Business,678.95,2018-03-15,1
10187,41.0,356489.83,399034.84,Education,697.86,2025-07-14,1
10124,21.0,503434.07,213704.72,Home,767.83,2019-05-16,0
10854,49.0,802486.37,248364.93,Car,722.11,2018-01-06,0
10609,18.0,598488.94,220854.29,Other,833.91,2023-07-13,0
10144,38.0,521122.48,253108.99,Car,701.6,2020-12-22,0
10959,42.0,1071003.82,425353.42,Education,642.7,2018-04-04,1
10198,38.0,724749.83,229827.32,Car,845.74,2020-12-24,0
10610,52.0,324332.42,210247.1,Other,552.05,2023-09-10,1
10280,32.0,344103.91,174480.57,Car,765.21,2023-05-06,1
10294,45.0,1160507.53,353085.78,Business,743.46,2018-04-27,0
10401,18.0,1140025.41,511125.03,Home,845.49,2018-07-28,0
10123,51.0,583278.85,140209.81,Car,778.3,2021-10-30,0
10184,41.0,734927.11,119026.37,Education,642.19,2022-08-11,0
10203,48.0,704284.52,198060.64,Other,677.52,2019-03-14,1
10439,18.0,790694.28,360099.27,Car,748.56,2020-12-06,1
10247,31.0,736308.14,83766.56,Car,751.49,2024-06-03,0
10416,28.0,1088531.68,677857.13,Home,606.63,2022-05-19,1
10933,20.0,272227.19,25000.0,Business,646.16,2019-09-10,0
10766,28.0,1294908.63,353959.58,Business,695.64,2018-03-14,0
10907,21.0,302292.55,25000.0,Business,810.82,2024-04-23,0
10836,39.0,433832.33,246165.39,Business,765.99,2024-01-04,0
10888,32.0,276308.17,94779.66,Car,704.54,2020-01-03,0
10130,30.0,1130291.5,2371798.12694025,Other,690.65,2018-02-24,0
10638,37.0,644979.11,632311.21,Car,691.29,2021-10-25,0
10403,36.0,504799.41,359682.86,Car,392.25,2018-02-27,1
10785,42.0,1506860.58,541317.22,Car,558.56,2024-06-24,1
10771,44.0,583671.41,302582.45,Car,713.44,2021-03-23,0
10736,41.0,768819.39,689238.91,Home,783.74,2019-04-11,0
10914,53.0,674797.14,410703.58,Car,646.05,2020-12-10,1
10220,37.0,1035622.03,505009.73,Other,624.48,2018-04-25,1
10642,54.0,1008147.09,341257.22,Home,718.3,2018-02-16,1
10916,39.0,856538.39,126959.41,Other,655.37,2021-07-06,0
10753,25.0,1115935.22,916639.65,Car,580.32,2019-03-11,1
10807,38.0,610227.07,219881.46,Car,725.99,2023-06-23,0
10920,38.0,726240.67,316203.93,Home,690.99,2021-09-03,0
10625,54.0,985393.41,786681.65,Car,635.13,2020-10-24,1
10875,36.0,549560.3,419639.82,Other,674.94,2020-08-03,0
10761,30.0,432723.18,196910.16,Home,672.96,2023-01-17,1
10387,40.0,1014222.88,728139.89,Business,684.04,2025-11-10,1
10973,45.0,587391.86,228446.04,Other,651.87,2019-07-09,0
10510,27.0,582870.33,241325.03,Car,823.37,2019-08-08,0
10268,20.0,765163.61,412992.96,Education,686.77,2019-11-16,1
10820,48.0,322513.4,215557.93,Car,734.49,2019-10-21,0
10442,36.0,434345.14,239527.6,Car,607.63,2019-09-07,0
10497,25.0,1459780.62,898827.91,Car,746.18,2021-06-13,1
10113,37.0,378195.87,221323.08,Business,705.13,2025-11-16,1
10692,49.0,824429.43,620028.51,Education,625.74,2025-02-20,1
10233,37.0,535930.87,42310.06,Education,648.88,2018-01-05,0
10870,58.0,350770.02,25000.0,Home,628.5,2018-06-12,1
10608,22.0,751686.92,289258.66,Business,502.64,2021-11-20,1
10672,18.0,1095339.42,834357.15,Education,637.55,2022-12-05,0
10374,47.0,932104.07,210548.81,Business,774.79,2024-06-09,0
10982,41.0,598325.34,388651.66,Education,667.14,2020-02-17,0
10843,24.0,1320035.64,480609.9,Home,801.28,2023-03-09,0
10234,29.0,191882.1,25000.0,Business,792.65,2023-09-04,0
10786,48.0,621662.34,292881.09,Home,727.23,2018-03-21,0
10677,24.0,445463.19,25000.0,Car,715.86,2020-08-05,1
10318,33.0,815761.28,25000.0,Business,668.02,2018-09-09,0
10649,33.0,227181.23,131552.02,Car,729.9,2023-02-21,0
10411,44.0,557979.95,278776.69,Home,599.17,2020-09-19,1
10899,49.0,1099856.08,808911.2,Business,850.0,2024-11-28,0
10710,,,415661.29,Business,,2019-09-20,1
10359,40.0,796788.2,409762.51,Car,693.66,2019-06-13,0
10259,41.0,224025.16,25000.0,Car,685.93,2024-12-25,1
10745,42.0,1188055.57,189845.78,Other,628.71,2018-04-02,0
10628,35.0,417715.57,198460.25,Car,677.56,2020-09-22,0
10633,,917961.84,199040.08,Education,622.52,2022-03-04,1
10283,53.0,,551542.31,Education,627.7,2020-01-20,1
10377,46.0,397021.09,402964.16,Education,644.69,2025-05-26,0
10385,28.0,468223.66,293077.26,Car,679.86,2022-07-26,1
10225,31.0,450060.72,99415.64,Education,544.1,2024-04-08,1
10954,52.0,452370.15,225377.96,Business,720.54,2024-07-25,0
10815,47.0,514864.9,159482.61,Car,696.4,2025-04-15,0
10473,,744206.35,497184.99,Business,569.25,2020-05-06,1
10348,,400939.99,298044.21,Car,678.11,2025-04-29,1
10506,31.0,742982.74,345854.13,Other,690.41,2020-10-11,1
10640,22.0,742226.53,565030.02,Education,694.62,2018-06-30,1
10988,46.0,376014.12,63945.39,Education,696.89,2018-04-13,0
10929,,603757.87,269603.88,Other,850.0,2025-05-19,0
10906,37.0,440890.68,202245.9,Car,727.86,2024-05-13,0
10620,38.0,270218.44,376403.36,Home,686.97,2024-09-04,1
10856,30.0,256267.91,93407.29,Business,669.67,2018-07-30,0
10804,31.0,2422687.31,1291143.81,Business,622.84,2025-11-25,1
10646,33.0,338487.56,96636.43,Business,581.63,2022-04-13,0
10847,39.0,971676.28,79591.74,Education,698.91,2018-11-23,0
10557,31.0,650579.06,406771.55,Other,844.51,2023-06-28,0
10958,41.0,519501.3,164170.46,Business,775.19,2022-06-23,0
10578,44.0,802942.82,480093.42,Home,664.56,2025-07-28,0
10796,48.0,1058773.29,291128.04,Home,690.19,2020-11-10,1
10086,30.0,487319.59,306692.69,Education,675.72,2018-12-21,1
10243,42.0,687690.52,564782.45,Other,664.82,2018-01-27,1
10699,46.0,920412.72,567915.29,Education,720.16,2020-03-24,0
10160,43.0,659838.25,618454.53,Home,841.93,2020-11-06,0
10525,28.0,465159.07,250860.89,Home,815.57,2020-08-18,0
10036,23.0,1034422.18,605144.66,Business,659.73,2021-12-03,1
10541,45.0,729823.57,541740.98,Home,691.16,2022-12-31,0
10171,26.0,736449.99,428925.07,Business,,2018-04-14,1
10655,64.0,417158.0,93002.34,Other,613.57,2024-11-11,1
10891,45.0,664929.13,517249.03,Home,832.79,2020-08-05,0
10858,41.0,415681.52,25000.0,Other,591.93,2022-01-08,1
10848,63.0,874027.28,319435.89,Education,532.23,2024-07-02,0
10945,56.0,826149.33,146219.45,Car,689.83,2019-06-11,1
10734,18.0,1323430.19,560039.94,Business,571.8,2018-04-02,1
10096,20.0,282997.05,143191.47,Home,604.05,2024-08-15,1
10564,32.0,685925.95,214065.69,Home,699.27,2019-12-14,0
10241,27.0,788140.19,492200.75,Home,673.72,2019-11-15,1
10743,29.0,319629.84,185870.57,Business,655.94,2023-08-03,1
10575,45.0,323265.23,84420.61,Home,698.72,2019-09-28,1
10691,32.0,,138164.23,Business,722.84,2021-12-22,0
10461,58.0,302163.38,40175.49,Car,655.76,2018-12-20,1
10554,39.0,956034.97,364923.81,Education,821.3791716160143,2025-12-20,0
10889,42.0,725918.07,373583.14,Car,595.91,2025-03-22,0
10207,42.0,776937.17,664580.86,Car,775.84,2024-11-12,0
10393,21.0,,192323.55,Car,725.3,2019-03-08,1
10795,24.0,336329.33,25000.0,Car,825.19,2025-07-11,0
10398,51.0,1000418.7,735658.47,Home,754.87,2020-06-27,0
10767,36.0,1003679.68,384273.72,Car,503.41,2018-05-27,1
10849,29.0,963551.75,576656.33,Home,514.78,2023-08-20,0
10218,33.0,787371.1,247643.2,Home,780.86,2022-10-12,0
10005,33.0,808080.54,642859.72,Business,620.3,2023-07-19,1
10769,29.0,778012.69,455988.68,Other,772.28,2019-08-29,0
10643,33.0,1080200.66,294397.43,Education,620.33,2019-09-26,0
10930,35.0,864905.0,612909.31,Business,748.01,2023-08-24,0
10613,39.0,210455.82,238235.19,Home,,2024-05-02,0
10739,54.0,831340.14,539358.47,Business,727.89,2021-09-14,1
10547,42.0,365624.1,42339.09,Car,530.75,2020-02-06,1
10726,34.0,1347322.02,959184.09,Car,603.8,2021-08-18,1
10684,41.0,487748.55,25000.0,Other,,2025-08-22,1
